	annee	epci	nom_epci	secteur	energie	consommation
0	2005	200054781	Métropole du Grand Paris	AGR	ELEC	16199.659999999994
1	2005	200054781	Métropole du Grand Paris	AGR	PP + CMS	17767.949999999997
2	2005	200054781	Métropole du Grand Paris	AGR	URB	0.0
3	2005	200054781	Métropole du Grand Paris	AGR	BOIS	0.0
4	2005	200054781	Métropole du Grand Paris	AGR	GN	55991.64999999999
5	2005	200054781	Métropole du Grand Paris	IND	ELEC	3198125.9699999993
6	2005	200054781	Métropole du Grand Paris	IND	PP + CMS	707792.8400000005
7	2005	200054781	Métropole du Grand Paris	IND	URB	319737.3500000002
8	2005	200054781	Métropole du Grand Paris	IND	BOIS	0.0
9	2005	200054781	Métropole du Grand Paris	IND	GN	12876573.189999998
10	2005	200054781	Métropole du Grand Paris	RES	ELEC	17792954.989999987
11	2005	200054781	Métropole du Grand Paris	RES	PP + CMS	6504602.3999999985
12	2005	200054781	Métropole du Grand Paris	RES	URB	4986056.359999999
13	2005	200054781	Métropole du Grand Paris	RES	BOIS	1139887.2800000003
14	2005	200054781	Métropole du Grand Paris	RES	GN	29908339.449999988
15	2005	200054781	Métropole du Grand Paris	TER	ELEC	13557001.610000001
16	2005	200054781	Métropole du Grand Paris	TER	PP + CMS	3284161.440000001
17	2005	200054781	Métropole du Grand Paris	TER	URB	4150201.200000001
18	2005	200054781	Métropole du Grand Paris	TER	BOIS	0.0
19	2005	200054781	Métropole du Grand Paris	TER	GN	7883523.560000001
20	2005	200054781	Métropole du Grand Paris	TRAF	ELEC	0.0
21	2005	200054781	Métropole du Grand Paris	TRAF	PP + CMS	22528133.79000001
22	2005	200054781	Métropole du Grand Paris	TRAF	URB	0.0
23	2005	200054781	Métropole du Grand Paris	TRAF	BOIS	0.0
24	2005	200054781	Métropole du Grand Paris	TRAF	GN	0.0
25	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	AGR	ELEC	465.98
26	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	AGR	PP + CMS	2368.7499999999995
27	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	AGR	URB	0.0
28	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	AGR	BOIS	0.0
29	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	AGR	GN	0.0
30	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	IND	ELEC	44695.479999999996
31	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	IND	PP + CMS	3659.04
32	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	IND	URB	0.0
33	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	IND	BOIS	0.0
34	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	IND	GN	68334.38
35	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	RES	ELEC	146315.55000000002
36	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	RES	PP + CMS	38328.63
37	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	RES	URB	0.0
38	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	RES	BOIS	31263.07
39	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	RES	GN	216552.93
40	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TER	ELEC	39305.18
41	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TER	PP + CMS	11838.76
42	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TER	URB	0.0
43	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TER	BOIS	0.0
44	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TER	GN	32217.35
45	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TRAF	ELEC	0.0
46	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TRAF	PP + CMS	217637.43
47	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TRAF	URB	0.0
48	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TRAF	BOIS	0.0
49	2005	200023125	CC Les Portes Briardes entre Villes et Forêts	TRAF	GN	0.0
50	2005	200023240	CC Pays de Nemours	AGR	ELEC	1248.65
51	2005	200023240	CC Pays de Nemours	AGR	PP + CMS	12377.65
52	2005	200023240	CC Pays de Nemours	AGR	URB	0.0
53	2005	200023240	CC Pays de Nemours	AGR	BOIS	0.0
54	2005	200023240	CC Pays de Nemours	AGR	GN	445.56
55	2005	200023240	CC Pays de Nemours	IND	ELEC	162916.27
56	2005	200023240	CC Pays de Nemours	IND	PP + CMS	5226.3
57	2005	200023240	CC Pays de Nemours	IND	URB	989.84
58	2005	200023240	CC Pays de Nemours	IND	BOIS	0.0
59	2005	200023240	CC Pays de Nemours	IND	GN	216920.62
60	2005	200023240	CC Pays de Nemours	RES	ELEC	92682.66
61	2005	200023240	CC Pays de Nemours	RES	PP + CMS	64363.93000000001
62	2005	200023240	CC Pays de Nemours	RES	URB	1185.59
63	2005	200023240	CC Pays de Nemours	RES	BOIS	30385.960000000003
64	2005	200023240	CC Pays de Nemours	RES	GN	126213.34
65	2005	200023240	CC Pays de Nemours	TER	ELEC	39972.28
66	2005	200023240	CC Pays de Nemours	TER	PP + CMS	10370.349999999999
67	2005	200023240	CC Pays de Nemours	TER	URB	9671.42
68	2005	200023240	CC Pays de Nemours	TER	BOIS	0.0
69	2005	200023240	CC Pays de Nemours	TER	GN	55474.23
70	2005	200023240	CC Pays de Nemours	TRAF	ELEC	0.0
71	2005	200023240	CC Pays de Nemours	TRAF	PP + CMS	280230.69
72	2005	200023240	CC Pays de Nemours	TRAF	URB	0.0
73	2005	200023240	CC Pays de Nemours	TRAF	BOIS	0.0
74	2005	200023240	CC Pays de Nemours	TRAF	GN	0.0
75	2005	200023919	CC Gâtinais Val de Loing	AGR	ELEC	4106.07
76	2005	200023919	CC Gâtinais Val de Loing	AGR	PP + CMS	22317.02
77	2005	200023919	CC Gâtinais Val de Loing	AGR	URB	0.0
78	2005	200023919	CC Gâtinais Val de Loing	AGR	BOIS	0.0
79	2005	200023919	CC Gâtinais Val de Loing	AGR	GN	0.0
80	2005	200023919	CC Gâtinais Val de Loing	IND	ELEC	22391.66
81	2005	200023919	CC Gâtinais Val de Loing	IND	PP + CMS	9497.7
82	2005	200023919	CC Gâtinais Val de Loing	IND	URB	0.0
83	2005	200023919	CC Gâtinais Val de Loing	IND	BOIS	1500.33
84	2005	200023919	CC Gâtinais Val de Loing	IND	GN	188588.64
85	2005	200023919	CC Gâtinais Val de Loing	RES	ELEC	68209.51
86	2005	200023919	CC Gâtinais Val de Loing	RES	PP + CMS	69739.18000000001
87	2005	200023919	CC Gâtinais Val de Loing	RES	URB	0.0
88	2005	200023919	CC Gâtinais Val de Loing	RES	BOIS	27809.37
89	2005	200023919	CC Gâtinais Val de Loing	RES	GN	42881.71000000001
90	2005	200023919	CC Gâtinais Val de Loing	TER	ELEC	11513.43
91	2005	200023919	CC Gâtinais Val de Loing	TER	PP + CMS	3829.2700000000004
92	2005	200023919	CC Gâtinais Val de Loing	TER	URB	0.0
93	2005	200023919	CC Gâtinais Val de Loing	TER	BOIS	0.0
94	2005	200023919	CC Gâtinais Val de Loing	TER	GN	6677.17
95	2005	200023919	CC Gâtinais Val de Loing	TRAF	ELEC	0.0
96	2005	200023919	CC Gâtinais Val de Loing	TRAF	PP + CMS	243458.88999999998
97	2005	200023919	CC Gâtinais Val de Loing	TRAF	URB	0.0
98	2005	200023919	CC Gâtinais Val de Loing	TRAF	BOIS	0.0
99	2005	200023919	CC Gâtinais Val de Loing	TRAF	GN	0.0
100	2005	200033090	CC Plaines et Monts de France	AGR	ELEC	1697.7499999999998
101	2005	200033090	CC Plaines et Monts de France	AGR	PP + CMS	11159.170000000002
102	2005	200033090	CC Plaines et Monts de France	AGR	URB	0.0
103	2005	200033090	CC Plaines et Monts de France	AGR	BOIS	0.0
104	2005	200033090	CC Plaines et Monts de France	AGR	GN	3400.53
105	2005	200033090	CC Plaines et Monts de France	IND	ELEC	21940.49
106	2005	200033090	CC Plaines et Monts de France	IND	PP + CMS	14696.150000000001
107	2005	200033090	CC Plaines et Monts de France	IND	URB	0.0
108	2005	200033090	CC Plaines et Monts de France	IND	BOIS	0.0
109	2005	200033090	CC Plaines et Monts de France	IND	GN	109897.8
110	2005	200033090	CC Plaines et Monts de France	RES	ELEC	76468.54
111	2005	200033090	CC Plaines et Monts de France	RES	PP + CMS	34516.079999999994
112	2005	200033090	CC Plaines et Monts de France	RES	URB	0.0
113	2005	200033090	CC Plaines et Monts de France	RES	BOIS	20257.239999999998
114	2005	200033090	CC Plaines et Monts de France	RES	GN	58579.969999999994
115	2005	200033090	CC Plaines et Monts de France	TER	ELEC	34442.08
116	2005	200033090	CC Plaines et Monts de France	TER	PP + CMS	2875.56
117	2005	200033090	CC Plaines et Monts de France	TER	URB	0.0
118	2005	200033090	CC Plaines et Monts de France	TER	BOIS	0.0
119	2005	200033090	CC Plaines et Monts de France	TER	GN	3747.6
120	2005	200033090	CC Plaines et Monts de France	TRAF	ELEC	0.0
121	2005	200033090	CC Plaines et Monts de France	TRAF	PP + CMS	310546.44999999995
122	2005	200033090	CC Plaines et Monts de France	TRAF	URB	0.0
123	2005	200033090	CC Plaines et Monts de France	TRAF	BOIS	0.0
124	2005	200033090	CC Plaines et Monts de France	TRAF	GN	0.0
125	2005	200037133	CC du Provinois	AGR	ELEC	3512.68
126	2005	200037133	CC du Provinois	AGR	PP + CMS	43925.57999999998
127	2005	200037133	CC du Provinois	AGR	URB	0.0
128	2005	200037133	CC du Provinois	AGR	BOIS	0.0
129	2005	200037133	CC du Provinois	AGR	GN	1085.11
130	2005	200037133	CC du Provinois	IND	ELEC	31650.400000000005
131	2005	200037133	CC du Provinois	IND	PP + CMS	1534.35
132	2005	200037133	CC du Provinois	IND	URB	0.0
133	2005	200037133	CC du Provinois	IND	BOIS	0.0
134	2005	200037133	CC du Provinois	IND	GN	22882.0
135	2005	200037133	CC du Provinois	RES	ELEC	118083.44000000002
136	2005	200037133	CC du Provinois	RES	PP + CMS	101062.92
137	2005	200037133	CC du Provinois	RES	URB	0.0
138	2005	200037133	CC du Provinois	RES	BOIS	42058.229999999996
139	2005	200037133	CC du Provinois	RES	GN	98389.18000000001
140	2005	200037133	CC du Provinois	TER	ELEC	35351.78000000001
141	2005	200037133	CC du Provinois	TER	PP + CMS	8926.859999999999
142	2005	200037133	CC du Provinois	TER	URB	0.0
143	2005	200037133	CC du Provinois	TER	BOIS	0.0
144	2005	200037133	CC du Provinois	TER	GN	26324.13
145	2005	200037133	CC du Provinois	TRAF	ELEC	0.0
146	2005	200037133	CC du Provinois	TRAF	PP + CMS	251083.99999999997
147	2005	200037133	CC du Provinois	TRAF	URB	0.0
148	2005	200037133	CC du Provinois	TRAF	BOIS	0.0
149	2005	200037133	CC du Provinois	TRAF	GN	0.0
150	2005	200040251	CC Bassée-Montois	AGR	ELEC	2522.8999999999996
151	2005	200040251	CC Bassée-Montois	AGR	PP + CMS	20616.800000000003
152	2005	200040251	CC Bassée-Montois	AGR	URB	0.0
153	2005	200040251	CC Bassée-Montois	AGR	BOIS	0.0
154	2005	200040251	CC Bassée-Montois	AGR	GN	2809.78
155	2005	200040251	CC Bassée-Montois	IND	ELEC	17210.52
156	2005	200040251	CC Bassée-Montois	IND	PP + CMS	3479.649999999999
157	2005	200040251	CC Bassée-Montois	IND	URB	0.0
158	2005	200040251	CC Bassée-Montois	IND	BOIS	0.0
159	2005	200040251	CC Bassée-Montois	IND	GN	26979.15
160	2005	200040251	CC Bassée-Montois	RES	ELEC	85672.17000000001
161	2005	200040251	CC Bassée-Montois	RES	PP + CMS	82384.69999999998
162	2005	200040251	CC Bassée-Montois	RES	URB	0.0
163	2005	200040251	CC Bassée-Montois	RES	BOIS	35766.100000000006
164	2005	200040251	CC Bassée-Montois	RES	GN	54724.68
165	2005	200040251	CC Bassée-Montois	TER	ELEC	17375.300000000003
166	2005	200040251	CC Bassée-Montois	TER	PP + CMS	3971.9400000000005
167	2005	200040251	CC Bassée-Montois	TER	URB	0.0
168	2005	200040251	CC Bassée-Montois	TER	BOIS	0.0
169	2005	200040251	CC Bassée-Montois	TER	GN	7931.26
170	2005	200040251	CC Bassée-Montois	TRAF	ELEC	0.0
171	2005	200040251	CC Bassée-Montois	TRAF	PP + CMS	73715.11000000002
172	2005	200040251	CC Bassée-Montois	TRAF	URB	0.0
173	2005	200040251	CC Bassée-Montois	TRAF	BOIS	0.0
174	2005	200040251	CC Bassée-Montois	TRAF	GN	0.0
175	2005	200055655	CA Roissy Pays de France	AGR	ELEC	2651.54
176	2005	200055655	CA Roissy Pays de France	AGR	PP + CMS	16891.91
177	2005	200055655	CA Roissy Pays de France	AGR	URB	0.0
178	2005	200055655	CA Roissy Pays de France	AGR	BOIS	0.0
179	2005	200055655	CA Roissy Pays de France	AGR	GN	27082.81
180	2005	200055655	CA Roissy Pays de France	IND	ELEC	174555.2
181	2005	200055655	CA Roissy Pays de France	IND	PP + CMS	15027.319999999998
182	2005	200055655	CA Roissy Pays de France	IND	URB	0.0
183	2005	200055655	CA Roissy Pays de France	IND	BOIS	0.0
184	2005	200055655	CA Roissy Pays de France	IND	GN	1421486.7000000002
185	2005	200055655	CA Roissy Pays de France	RES	ELEC	757885.3300000001
186	2005	200055655	CA Roissy Pays de France	RES	PP + CMS	241698.81
187	2005	200055655	CA Roissy Pays de France	RES	URB	281429.62
188	2005	200055655	CA Roissy Pays de France	RES	BOIS	119278.93999999999
189	2005	200055655	CA Roissy Pays de France	RES	GN	1321321.5899999996
190	2005	200055655	CA Roissy Pays de France	TER	ELEC	975975.7100000001
191	2005	200055655	CA Roissy Pays de France	TER	PP + CMS	224306.61000000007
192	2005	200055655	CA Roissy Pays de France	TER	URB	84264.17
193	2005	200055655	CA Roissy Pays de France	TER	BOIS	0.0
194	2005	200055655	CA Roissy Pays de France	TER	GN	419520.73000000004
195	2005	200055655	CA Roissy Pays de France	TRAF	ELEC	0.0
196	2005	200055655	CA Roissy Pays de France	TRAF	PP + CMS	2264962.230000001
197	2005	200055655	CA Roissy Pays de France	TRAF	URB	0.0
198	2005	200055655	CA Roissy Pays de France	TRAF	BOIS	0.0
199	2005	200055655	CA Roissy Pays de France	TRAF	GN	0.0
200	2005	200057958	CA Paris - Vallée de la Marne	AGR	ELEC	174.19
201	2005	200057958	CA Paris - Vallée de la Marne	AGR	PP + CMS	1777.28
202	2005	200057958	CA Paris - Vallée de la Marne	AGR	URB	0.0
203	2005	200057958	CA Paris - Vallée de la Marne	AGR	BOIS	0.0
204	2005	200057958	CA Paris - Vallée de la Marne	AGR	GN	0.0
205	2005	200057958	CA Paris - Vallée de la Marne	IND	ELEC	97530.78999999998
206	2005	200057958	CA Paris - Vallée de la Marne	IND	PP + CMS	27603.489999999994
207	2005	200057958	CA Paris - Vallée de la Marne	IND	URB	0.0
208	2005	200057958	CA Paris - Vallée de la Marne	IND	BOIS	0.0
209	2005	200057958	CA Paris - Vallée de la Marne	IND	GN	184496.44000000003
210	2005	200057958	CA Paris - Vallée de la Marne	RES	ELEC	518376.69999999995
211	2005	200057958	CA Paris - Vallée de la Marne	RES	PP + CMS	105327.18000000002
212	2005	200057958	CA Paris - Vallée de la Marne	RES	URB	76191.14
213	2005	200057958	CA Paris - Vallée de la Marne	RES	BOIS	135956.7
214	2005	200057958	CA Paris - Vallée de la Marne	RES	GN	991635.8900000001
215	2005	200057958	CA Paris - Vallée de la Marne	TER	ELEC	412348.41
216	2005	200057958	CA Paris - Vallée de la Marne	TER	PP + CMS	77302.51
217	2005	200057958	CA Paris - Vallée de la Marne	TER	URB	30121.57
218	2005	200057958	CA Paris - Vallée de la Marne	TER	BOIS	0.0
219	2005	200057958	CA Paris - Vallée de la Marne	TER	GN	282832.19
220	2005	200057958	CA Paris - Vallée de la Marne	TRAF	ELEC	0.0
221	2005	200057958	CA Paris - Vallée de la Marne	TRAF	PP + CMS	1109892.47
222	2005	200057958	CA Paris - Vallée de la Marne	TRAF	URB	0.0
223	2005	200057958	CA Paris - Vallée de la Marne	TRAF	BOIS	0.0
224	2005	200057958	CA Paris - Vallée de la Marne	TRAF	GN	0.0
225	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	AGR	ELEC	933.3199999999999
226	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	AGR	PP + CMS	5535.870000000001
227	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	AGR	URB	0.0
228	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	AGR	BOIS	0.0
229	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	AGR	GN	0.0
230	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	IND	ELEC	662962.4999999999
231	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	IND	PP + CMS	20756.31
232	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	IND	URB	3080.4
233	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	IND	BOIS	150.03
234	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	IND	GN	955294.2800000001
235	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	RES	ELEC	730660.6600000001
236	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	RES	PP + CMS	178450.4
237	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	RES	URB	310797.52999999997
238	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	RES	BOIS	129793.50000000001
239	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	RES	GN	1179700.47
240	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TER	ELEC	810890.9400000001
241	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TER	PP + CMS	119034.09
242	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TER	URB	121863.72000000002
243	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TER	BOIS	0.0
244	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TER	GN	430440.6
245	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TRAF	ELEC	0.0
246	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TRAF	PP + CMS	2725167.8099999996
247	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TRAF	URB	0.0
248	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TRAF	BOIS	0.0
249	2005	200059228	CA Grand Paris Sud Seine Essonne Sénart	TRAF	GN	0.0
250	2005	200070779	CC Brie des Rivières et Châteaux	AGR	ELEC	3695.6
251	2005	200070779	CC Brie des Rivières et Châteaux	AGR	PP + CMS	26624.039999999994
252	2005	200070779	CC Brie des Rivières et Châteaux	AGR	URB	0.0
253	2005	200070779	CC Brie des Rivières et Châteaux	AGR	BOIS	0.0
254	2005	200070779	CC Brie des Rivières et Châteaux	AGR	GN	2158.97
255	2005	200070779	CC Brie des Rivières et Châteaux	IND	ELEC	62211.86
256	2005	200070779	CC Brie des Rivières et Châteaux	IND	PP + CMS	2868.8
257	2005	200070779	CC Brie des Rivières et Châteaux	IND	URB	0.0
258	2005	200070779	CC Brie des Rivières et Châteaux	IND	BOIS	0.0
259	2005	200070779	CC Brie des Rivières et Châteaux	IND	GN	25523.410000000003
260	2005	200070779	CC Brie des Rivières et Châteaux	RES	ELEC	127565.04999999997
261	2005	200070779	CC Brie des Rivières et Châteaux	RES	PP + CMS	75085.87999999998
262	2005	200070779	CC Brie des Rivières et Châteaux	RES	URB	0.0
263	2005	200070779	CC Brie des Rivières et Châteaux	RES	BOIS	37693.32000000001
264	2005	200070779	CC Brie des Rivières et Châteaux	RES	GN	131455.30000000002
265	2005	200070779	CC Brie des Rivières et Châteaux	TER	ELEC	24501.71
266	2005	200070779	CC Brie des Rivières et Châteaux	TER	PP + CMS	4447.900000000001
267	2005	200070779	CC Brie des Rivières et Châteaux	TER	URB	0.0
268	2005	200070779	CC Brie des Rivières et Châteaux	TER	BOIS	0.0
269	2005	200070779	CC Brie des Rivières et Châteaux	TER	GN	12800.0
270	2005	200070779	CC Brie des Rivières et Châteaux	TRAF	ELEC	0.0
271	2005	200070779	CC Brie des Rivières et Châteaux	TRAF	PP + CMS	681666.51
272	2005	200070779	CC Brie des Rivières et Châteaux	TRAF	URB	0.0
273	2005	200070779	CC Brie des Rivières et Châteaux	TRAF	BOIS	0.0
274	2005	200070779	CC Brie des Rivières et Châteaux	TRAF	GN	0.0
275	2005	200072130	CA du Pays de Meaux	AGR	ELEC	1002.78
276	2005	200072130	CA du Pays de Meaux	AGR	PP + CMS	10390.55
277	2005	200072130	CA du Pays de Meaux	AGR	URB	0.0
278	2005	200072130	CA du Pays de Meaux	AGR	BOIS	0.0
279	2005	200072130	CA du Pays de Meaux	AGR	GN	444.31
280	2005	200072130	CA du Pays de Meaux	IND	ELEC	137079.72
281	2005	200072130	CA du Pays de Meaux	IND	PP + CMS	25160.74
282	2005	200072130	CA du Pays de Meaux	IND	URB	0.0
283	2005	200072130	CA du Pays de Meaux	IND	BOIS	0.0
284	2005	200072130	CA du Pays de Meaux	IND	GN	945557.8100000002
285	2005	200072130	CA du Pays de Meaux	RES	ELEC	242427.71
286	2005	200072130	CA du Pays de Meaux	RES	PP + CMS	76907.73999999999
287	2005	200072130	CA du Pays de Meaux	RES	URB	136990.76
288	2005	200072130	CA du Pays de Meaux	RES	BOIS	68583.28000000001
289	2005	200072130	CA du Pays de Meaux	RES	GN	295566.27999999997
290	2005	200072130	CA du Pays de Meaux	TER	ELEC	121007.81999999998
291	2005	200072130	CA du Pays de Meaux	TER	PP + CMS	28660.609999999997
292	2005	200072130	CA du Pays de Meaux	TER	URB	78983.61
293	2005	200072130	CA du Pays de Meaux	TER	BOIS	0.0
294	2005	200072130	CA du Pays de Meaux	TER	GN	152050.88
295	2005	200072130	CA du Pays de Meaux	TRAF	ELEC	0.0
296	2005	200072130	CA du Pays de Meaux	TRAF	PP + CMS	518836.25
297	2005	200072130	CA du Pays de Meaux	TRAF	URB	0.0
298	2005	200072130	CA du Pays de Meaux	TRAF	BOIS	0.0
299	2005	200072130	CA du Pays de Meaux	TRAF	GN	0.0
300	2005	200072346	CA du Pays de Fontainebleau	AGR	ELEC	2529.0099999999998
301	2005	200072346	CA du Pays de Fontainebleau	AGR	PP + CMS	20003.650000000005
302	2005	200072346	CA du Pays de Fontainebleau	AGR	URB	0.0
303	2005	200072346	CA du Pays de Fontainebleau	AGR	BOIS	0.0
304	2005	200072346	CA du Pays de Fontainebleau	AGR	GN	5996.29
305	2005	200072346	CA du Pays de Fontainebleau	IND	ELEC	16326.31
306	2005	200072346	CA du Pays de Fontainebleau	IND	PP + CMS	3155.4999999999995
307	2005	200072346	CA du Pays de Fontainebleau	IND	URB	0.0
308	2005	200072346	CA du Pays de Fontainebleau	IND	BOIS	0.0
309	2005	200072346	CA du Pays de Fontainebleau	IND	GN	38327.65
310	2005	200072346	CA du Pays de Fontainebleau	RES	ELEC	239277.87000000002
311	2005	200072346	CA du Pays de Fontainebleau	RES	PP + CMS	132082.05000000002
312	2005	200072346	CA du Pays de Fontainebleau	RES	URB	23064.67
313	2005	200072346	CA du Pays de Fontainebleau	RES	BOIS	52595.26
314	2005	200072346	CA du Pays de Fontainebleau	RES	GN	460258.51
315	2005	200072346	CA du Pays de Fontainebleau	TER	ELEC	89272.07999999999
316	2005	200072346	CA du Pays de Fontainebleau	TER	PP + CMS	19106.800000000003
317	2005	200072346	CA du Pays de Fontainebleau	TER	URB	2649.89
318	2005	200072346	CA du Pays de Fontainebleau	TER	BOIS	0.0
319	2005	200072346	CA du Pays de Fontainebleau	TER	GN	109663.59000000001
320	2005	200072346	CA du Pays de Fontainebleau	TRAF	ELEC	0.0
321	2005	200072346	CA du Pays de Fontainebleau	TRAF	PP + CMS	926611.0900000001
322	2005	200072346	CA du Pays de Fontainebleau	TRAF	URB	0.0
323	2005	200072346	CA du Pays de Fontainebleau	TRAF	BOIS	0.0
324	2005	200072346	CA du Pays de Fontainebleau	TRAF	GN	0.0
325	2005	200072544	CC des Deux Morin	AGR	ELEC	1247.94
326	2005	200072544	CC des Deux Morin	AGR	PP + CMS	25532.81
327	2005	200072544	CC des Deux Morin	AGR	URB	0.0
328	2005	200072544	CC des Deux Morin	AGR	BOIS	0.0
329	2005	200072544	CC des Deux Morin	AGR	GN	0.0
330	2005	200072544	CC des Deux Morin	IND	ELEC	87532.70999999999
331	2005	200072544	CC des Deux Morin	IND	PP + CMS	4929.5599999999995
332	2005	200072544	CC des Deux Morin	IND	URB	0.0
333	2005	200072544	CC des Deux Morin	IND	BOIS	0.0
334	2005	200072544	CC des Deux Morin	IND	GN	242029.55
335	2005	200072544	CC des Deux Morin	RES	ELEC	88839.96999999999
336	2005	200072544	CC des Deux Morin	RES	PP + CMS	97428.57
337	2005	200072544	CC des Deux Morin	RES	URB	0.0
338	2005	200072544	CC des Deux Morin	RES	BOIS	39239.68000000001
339	2005	200072544	CC des Deux Morin	RES	GN	55042.670000000006
340	2005	200072544	CC des Deux Morin	TER	ELEC	10348.29
341	2005	200072544	CC des Deux Morin	TER	PP + CMS	4572.390000000001
342	2005	200072544	CC des Deux Morin	TER	URB	0.0
343	2005	200072544	CC des Deux Morin	TER	BOIS	0.0
344	2005	200072544	CC des Deux Morin	TER	GN	5705.96
345	2005	200072544	CC des Deux Morin	TRAF	ELEC	0.0
346	2005	200072544	CC des Deux Morin	TRAF	PP + CMS	85345.29000000001
347	2005	200072544	CC des Deux Morin	TRAF	URB	0.0
348	2005	200072544	CC des Deux Morin	TRAF	BOIS	0.0
349	2005	200072544	CC des Deux Morin	TRAF	GN	0.0
350	2005	200072874	CC Val Briard	AGR	ELEC	2793.17
351	2005	200072874	CC Val Briard	AGR	PP + CMS	17871.54
352	2005	200072874	CC Val Briard	AGR	URB	0.0
353	2005	200072874	CC Val Briard	AGR	BOIS	0.0
354	2005	200072874	CC Val Briard	AGR	GN	460.58
355	2005	200072874	CC Val Briard	IND	ELEC	10484.99
356	2005	200072874	CC Val Briard	IND	PP + CMS	1368.5
357	2005	200072874	CC Val Briard	IND	URB	0.0
358	2005	200072874	CC Val Briard	IND	BOIS	0.0
359	2005	200072874	CC Val Briard	IND	GN	5925.03
360	2005	200072874	CC Val Briard	RES	ELEC	95730.64
361	2005	200072874	CC Val Briard	RES	PP + CMS	60186.11000000001
362	2005	200072874	CC Val Briard	RES	URB	0.0
363	2005	200072874	CC Val Briard	RES	BOIS	29702.379999999997
364	2005	200072874	CC Val Briard	RES	GN	80282.68000000001
365	2005	200072874	CC Val Briard	TER	ELEC	19959.27
366	2005	200072874	CC Val Briard	TER	PP + CMS	6385.850000000001
367	2005	200072874	CC Val Briard	TER	URB	0.0
368	2005	200072874	CC Val Briard	TER	BOIS	0.0
369	2005	200072874	CC Val Briard	TER	GN	15472.650000000001
370	2005	200072874	CC Val Briard	TRAF	ELEC	0.0
371	2005	200072874	CC Val Briard	TRAF	PP + CMS	252111.39000000004
372	2005	200072874	CC Val Briard	TRAF	URB	0.0
373	2005	200072874	CC Val Briard	TRAF	BOIS	0.0
374	2005	200072874	CC Val Briard	TRAF	GN	0.0
375	2005	200077055	CA Coulommiers Pays de Brie	AGR	ELEC	3783.109999999999
376	2005	200077055	CA Coulommiers Pays de Brie	AGR	PP + CMS	30847.290000000008
377	2005	200077055	CA Coulommiers Pays de Brie	AGR	URB	0.0
378	2005	200077055	CA Coulommiers Pays de Brie	AGR	BOIS	0.0
379	2005	200077055	CA Coulommiers Pays de Brie	AGR	GN	15047.68
380	2005	200077055	CA Coulommiers Pays de Brie	IND	ELEC	38948.31999999999
381	2005	200077055	CA Coulommiers Pays de Brie	IND	PP + CMS	4216.27
382	2005	200077055	CA Coulommiers Pays de Brie	IND	URB	0.0
